Country,Bachelor Program,Year,Semester,Subject,Unit Name,Topic,Subtopic,Learning Outcome
,,02-Mar,Not Specified,Biology,Fish Nutrition,Nutritional physiology of fish,"Proteins, lipids, carbohydrates; Feed formulation; Nutrient digestibility",Explain fish nutritional physiology and nutrient requirements; Evaluate and design balanced feed formulations; Analyze digestibility and metabolism data
,,02-Mar,Not Specified,Biology,Fish Biology I: Systematics & Anatomy,Comparative fish anatomy,Organ systems; Taxonomy and systematics; Evolutionary relationships,Identify fish taxa via anatomy and taxonomy; Describe functional anatomy adaptations; Interpret phylogenetic and systematic data within evolutionary contexts
,,02-Mar,Not Specified,Biology,Fish Biology II: Physiology,Fish physiology,Respiration (gills); Osmoregulation; Stress physiology,Explain physiological adaptations in fish; Assess osmo-regulation and respiratory strategies; Apply methods for measuring physiological parameters
,,02-Mar,Not Specified,Biology,Research Practice in Biology,Laboratory and field research techniques,Experimental design; Data collection and analysis; Research ethics,Design and conduct experiments in marine/biochemical biology; Analyze and interpret data using appropriate methods; Report experimental findings clearly in written and oral formats
,,02-Mar,Not Specified,Biology,Food Toxicology,Toxicology of food contaminants,Natural and industrial toxins; Risk assessment; Detection methods,Describe mechanisms and regulations of food toxins; Apply analytical methods for toxin detection; Evaluate health risks and demonstrate knowledge of regulatory frameworks
,,02-Mar,Not Specified,Biology,Cell & Developmental Biology,Cell and developmental biology,Cell cycle; Differentiation; Embryogenesis,Explain cellular mechanisms behind development and differentiation; Analyze development using molecular and cellular techniques; Critically assess research in developmental cell biology
,,02-Mar,Not Specified,Biology,Environmental Impact of Aquaculture,Ecological effects of aquaculture,Nutrient loading; Pollution; Mitigation strategies,Assess environmental implications of aquaculture; Use ecological/biochemical tools to measure aquaculture impact; Propose management and mitigation measures
,,02-Mar,Not Specified,Biology,Seafood Microbiology,Microbiology of seafood,Spoilage organisms; Preservation methods; Quality assurance,Identify microbiological risks in seafood; Design control strategies to preserve quality and ensure safety; Evaluate microbial data and ensure compliance with standards
,,02-Mar,Not Specified,Biology,Fish Behaviour,Fish ethology,"Feeding, reproduction, social behavior; Experimental observation; Welfare implications",Observe and evaluate fish behavior in natural/experimental settings; Relate behavioural data to ecological and welfare contexts; Communicate findings in written/oral formats
,,02-Mar,Not Specified,Biology,Population Genetic Methods,Population genetics,Hardy–Weinberg; Genetic drift; Molecular markers,Apply genetic theory to natural populations; Analyze molecular data for population structure and diversity; Use bioinformatics tools for genetic analyses
,,02-Mar,Not Specified,Biology,Biostatistics II,Advanced statistical models,ANOVA; GLM; Multivariate techniques,Select and apply appropriate statistical tests; Interpret and visualize complex biological data; Critically evaluate statistical results in scientific literature
,,02-Mar,Not Specified,Sustainability,Life below Water,Marine biodiversity,Conservation; Human impacts; Policy analysis,Analyze ecosystem functions and biodiversity; Evaluate conservation strategies and policy contexts; Communicate sustainability issues effectively to diverse audiences
,,02-Mar,Not Specified,Sustainability,Life on Land,Terrestrial biodiversity,Conservation; Human impacts; Policy analysis,Analyze ecosystem functions and biodiversity; Evaluate conservation strategies and policy contexts; Communicate sustainability issues effectively to diverse audiences
,Civil Engineering ,1,Not Specified,Civil Engineering, – Computer-Aided Design (CAD),Technical drawing principles,Projections,Produce precise engineering drawings aligned with Norwegian standards | Demonstrate proficiency with CAD tools for practical design
,,1,Not Specified,Civil Engineering, – Computer-Aided Design (CAD),Technical drawing principles,Dimensioning,Produce precise engineering drawings aligned with Norwegian standards | Demonstrate proficiency with CAD tools for practical design
,,1,Not Specified,Civil Engineering, – Computer-Aided Design (CAD),2D drafting techniques,Not Specified,Produce precise engineering drawings aligned with Norwegian standards | Demonstrate proficiency with CAD tools for practical design
,,1,Not Specified,Civil Engineering, – Computer-Aided Design (CAD),Intro to CAD software,AutoCAD,Produce precise engineering drawings aligned with Norwegian standards | Demonstrate proficiency with CAD tools for practical design
,,1,Not Specified,Civil Engineering, – Computer-Aided Design (CAD),Intro to CAD software,Revit,Produce precise engineering drawings aligned with Norwegian standards | Demonstrate proficiency with CAD tools for practical design
,,1,Not Specified,Civil Engineering, – Statics & Structural Mechanics 1,Equilibrium of forces and moments,Not Specified,Analyze static systems to compute forces and moments | Apply equilibrium and structural principles to simple structures
,,1,Not Specified,Civil Engineering, – Statics & Structural Mechanics 1,Internal forces,Bending,Analyze static systems to compute forces and moments | Apply equilibrium and structural principles to simple structures
,,1,Not Specified,Civil Engineering, – Statics & Structural Mechanics 1,Internal forces,Shear,Analyze static systems to compute forces and moments | Apply equilibrium and structural principles to simple structures
,,1,Not Specified,Civil Engineering, – Statics & Structural Mechanics 1,Internal forces,Axial loading,Analyze static systems to compute forces and moments | Apply equilibrium and structural principles to simple structures
,,1,Not Specified,Civil Engineering, – Statics & Structural Mechanics 1,"Support reactions, free-body diagrams",Not Specified,Analyze static systems to compute forces and moments | Apply equilibrium and structural principles to simple structures
,,1,Not Specified,Civil Engineering, – Construction Materials,Concrete,Composition,Understand physical and mechanical properties of construction materials | Select suitable materials based on structural and environmental needs
,,1,Not Specified,Civil Engineering, – Construction Materials,Concrete,Mix design,Understand physical and mechanical properties of construction materials | Select suitable materials based on structural and environmental needs
,,1,Not Specified,Civil Engineering, – Construction Materials,Concrete,Properties,Understand physical and mechanical properties of construction materials | Select suitable materials based on structural and environmental needs
,,1,Not Specified,Civil Engineering, – Construction Materials,Steel,Material properties,Understand physical and mechanical properties of construction materials | Select suitable materials based on structural and environmental needs
,,1,Not Specified,Civil Engineering, – Construction Materials,Steel,Corrosion,Understand physical and mechanical properties of construction materials | Select suitable materials based on structural and environmental needs
,,1,Not Specified,Civil Engineering, – Construction Materials,Steel,Fabrication,Understand physical and mechanical properties of construction materials | Select suitable materials based on structural and environmental needs
,,1,Not Specified,Civil Engineering, – Construction Materials,Timber,Grading,Understand physical and mechanical properties of construction materials | Select suitable materials based on structural and environmental needs
,,1,Not Specified,Civil Engineering, – Construction Materials,Timber,Defects,Understand physical and mechanical properties of construction materials | Select suitable materials based on structural and environmental needs
,,1,Not Specified,Civil Engineering, – Construction Materials,Timber,Preservation,Understand physical and mechanical properties of construction materials | Select suitable materials based on structural and environmental needs
